"Name","Description","Short description","Regular price","Images","Meta:asin","Category"
 STAINLESS STEEL EXTERIOR: A stainless steel exterior provides a beautiful asthetic to any kitchen, taking your party hosting to the next level. And Elegant French doors open with a single pull – interior light allows you to monitor food.",209.99,"https://m.media-amazon.com/images/I/818Y2wKBYSL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71S-r4acJjL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71lxawy5zLL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/811xEy260dL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71W-0-3UoQL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/715jW8Epr5L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71B3BIxxz9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71zqNGt4kwL._AC_SL1500_.jpg","B09B7SB46R","air-fryer-brands"
"Compact Air Fryer 6-Qt Large Capacity 9-in-1 Digital Oven","Experience the ultimate in healthy cooking with the COSORI TurboBlaze 6.0-Quart Air Fryer, perfect for families, fitness enthusiasts, and health-conscious individuals. This revolutionary kitchen appliance utilizes TurboBlaze Technology, a 5-speed airflow system that ensures evenly cooked, crispy, and tender results in just minutes, making it ideal for preparing a variety of delicious and nutritious meals. The air fryer's cutting-edge design features a soft start motor, reducing operating noise, and its customizable preheat program allows for flexibility and optimal results. With a spacious 6-quart capacity and temperature range of 90°-450°F, this air fryer is perfect for cooking a wide range of dishes, from snacks to full meals, and its automatic resume cooking feature ensures that your meal is cooked to perfection, even if you need to pause cooking. The air fryer also comes with a range of convenient features, including a 24-hour timer, easy cleanup, and a recipe book and user manual to get you started on your culinary journey. Made with a durable design and easy-to-use interface, this air fryer is a must-have for anyone looking to upgrade their kitchen and cook healthier, more flavorful meals with ease, and with its compact size and lightweight design, it's perfect for kitchens of all sizes."," 𝙏𝙖𝙨𝙩𝙚 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: Innovative TurboBlaze Technology delivers a powerful 3600 rpm fan speed and temperatures up to 450℉, achieving beyond-crispy, juicy perfection in every main dish
 𝙏𝙚𝙭𝙩𝙪𝙧𝙚 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: Advanced airflow and precise temperature control deliver evenly cooked side dishes with perfectly balanced texture in every bite
 𝙋𝙧𝙤 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: Cosori's unique 5-fan speed system and precise 90°–450°F temperature control deliver professional-grade versatility, creating exceptional dishes across all functions with just one basket
 𝙏𝙞𝙢𝙚 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: Innovative TurboBlaze Technology helps speed up cooking to save time and deliver perfectly crispy family meals, even on busy weekdays
 𝘾𝙖𝙥𝙖𝙘𝙞𝙩𝙮 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: The 6-quart square basket offers a wider, deeper design for family meals in one go while saving kitchen counter and storage space
 𝙀𝙭𝙥𝙚𝙧𝙞𝙚𝙣𝙘𝙚 𝙐𝙥𝙜𝙧𝙖𝙙𝙚: Enjoy a quieter and more comfortable kitchen environment as it operates at less than 53 dB even on high fan speed, delivering whisper-quiet performance
 𝟗𝟓% 𝙇𝙚𝙨𝙨 𝙊𝙞𝙡: Enjoy the same crispy textures as traditional deep frying with up to 95% less oil*. Enjoy all your favorite fried foods without the guilt
𝘿𝙞𝙨𝙝𝙬𝙖𝙨𝙝𝙚𝙧-𝙎𝙖𝙛𝙚: The nonstick cooking basket and detachable accessories make cleaning a breeze. Spend less time scrubbing and more time enjoying your delicious meals
𝘾𝙪𝙨𝙩𝙤𝙢𝙞𝙯𝙖𝙗𝙡𝙚 𝙋𝙧𝙚𝙝𝙚𝙖𝙩 𝙁𝙪𝙣𝙘𝙩𝙞𝙤𝙣: Enjoy flexibility with the Preheat function, which adjusts time based on temperature. Easily choose whether to preheat for optimal results, or skip it as the default setting for a hassle-free experience
𝘿𝙤𝙣'𝙩 𝙈𝙞𝙨𝙨 𝙊𝙪𝙩 𝙀𝙣𝙫𝙚𝙡𝙤𝙥𝙚: Included user manual, chef-created 30-recipe cookbook with pictures, cooking charts. Please be sure to check before discarding the box so you don't miss out on these helpful resources!",89.99,"https://m.media-amazon.com/images/I/81YlVdZBmaL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71pNNkwhwbL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81v6-R1AvoL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71H8lbTFBdL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/813+Jytet5L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71jA+ZDRU2L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81wvtjwJnxL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71VjUtMq2dL._AC_SL1500_.jpg","B0C33CHG99","air-fryer-brands"
"Stainless Steel 8-in-1 Air Fryer Toaster Oven 1800W Large Capacity","Experience the ultimate in kitchen versatility with the Ninja Flip Toaster Oven & Air Fryer, a revolutionary convection oven, air fryer, and toaster that delivers crispy results with its innovative flip-up design, allowing for extra-large capacity without cluttering your countertop, saving up to 50% more space. Equipped with advanced OvenCrisp Technology, this countertop appliance combines infrared heat with rapid, circulating hot air for quick and even cooking, ensuring edge-to-edge perfection every time. With 8 versatile functions, including air fry, roast, broil, bake, pizza, toast, bagel, and dehydrate, you can satisfy any craving, from crispy air-fried snacks to perfectly toasted bagels, all in one compact and space-saving device."," RECLAIM YOUR COUNTER SPACE: Takes up 50% less space when you flip it up and away to store against your backsplash.
 OVENCRISP TECHNOLOGY: Infrared heating and rapid circulating air combine for edge-to-edge even cooking.
 8-in-1 FUNCTIONALITY: Air fry, Roast, Broil, Bake, Pizza, Toast, Bagel, Dehydrate.
 LARGE CAPACITY, SMALL FOOTPRINT: Air fry & roast up to 4 lbs of ingredients, bake a 12” pizza, toast up to 6 slices of bread, fits 6 chicken breasts.
 QUICK FAMILY MEALS: Family-sized meals that feed up to 4 people in as little as 20 minutes.
 ENERGY EFFICIENT: 80% more energy efficient than a traditional full-size oven.
 AIR FRY YOUR FAVORITES: Up to 75% less fat than traditional frying methods. Tested against hand-cut, deep-fried French fries.
WIDE TEMPERATURE RANGE: 6 infrared heating elements enable a temperature range of 85-450F.
FASTER COOKING: Rapid hot air circulates all around your food at different speeds for 50% faster cooking and crisping vs a traditional oven.
WHAT'S INCLUDED: Ninja Flip Toaster Oven & Air Fryer, air fry basket, sheet pan, wire rack, removable crumb tray, quick start guide.",224.99,"https://m.media-amazon.com/images/I/812ozjyqAWL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81o6KL3Nn8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81DXReXp64L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81XN0qsRd1L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91YEDjZLi9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81jH7RmMlkL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91ACCSSTy2L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81ELM0lO3aL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81D6F4ywocL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71mDjULCyDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81ORBcbKpxL._AC_SL1500_.jpg","B0D1CXL52G","air-fryer-brands"
"Air Fryer Toaster Oven Combo 12-in-1 Convection Oven Stainless Steel","Experience the ultimate in culinary convenience with the BLACK+DECKER Crisp N Bake Air Fryer Oven, featuring a sleek design with premium French doors and stainless-steel accents that bring a touch of sophistication to any kitchen. With its compact footprint, this versatile oven fits seamlessly into small spaces, allowing for effortless cooking of full family meals without clutter or chaos. Twelve intuitive cooking functions, including Convection Baking, Pizza, Air Fry, and Roast, take the guesswork out of meal prep, empowering you to create gourmet-quality dishes with ease. Cook a generous 12-inch family-size pizza or up to 6 slices of toast with precision and speed, leveraging the power of convection technology to circulate hot air and deliver that perfect crunch and deep-fried taste without excess fat. The oven's intuitive selection dial with cooking indicator streamlines the cooking process, while a 60-minute timer provides precise control over your culinary creations. Monitor your food with ease through the easy-view glass door, which preserves heat and ensures every dish turns out perfectly. For added convenience, this Air Fryer Oven comes with a range of dishwasher-safe accessories, including an Air Fry Basket, Bake Pan, Crumb Tray, and Rack, making cleanup a breeze. By harnessing the efficiency of convection technology, which cuts cooking time by over 2.5 times, you can enjoy your favorite meals faster than ever. Upgrade your kitchen with the BLACK+DECKER Crisp N Bake Air Fryer Oven, where sleek design meets exceptional cooking performance, and every meal becomes a masterpiece of flavor and convenience."," ELEVATE YOUR KITCHEN EXPERIENCE: Enjoy premium French doors with stainless-steel accents, providing easy and convenient access in a single pull. Enhance your cooking space with style and functionality.
 VERSATILE COOKING MASTERY: Effortlessly prepare 12"" pizzas or 6 slices of toast and explore a world of culinary possibilities with 12 cooking functions: Convection Baking, Bake, Pizza, Broil, Air Fry, Fries, Reheat, Toast, Bagel, Keep Warm, Roast, and Snacks. Your kitchen, your way.
 CRISP WITHOUT COMPROMISE: Delight in the extra crunch and deep-fried taste without the guilt. Our Air Fryer Oven utilizes convection technology, circulating hot air for perfectly crispy results, making every dish a flavorful masterpiece.
 INTUITIVE COOKING CONTROL: The selection dial with cooking indicator lights up to guide you seamlessly through the cooking process. Watch it turn red when active and blue when paused or on standby, ensuring precision every time.
 EFFICIENCY REDEFINED: Cut your cooking time by over 2.5x with the convection fan above the upper heating element. Embrace full family meals without sacrificing counterspace, and enjoy easy monitoring through the clear glass door.",149.99,"https://m.media-amazon.com/images/I/61sDG2pu1HL._AC_SL1417_.jpg,https://m.media-amazon.com/images/I/715PKPsTCPL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/8144jbN-EgL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81MmrLrkeGL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/812TnWzXm0L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81oOZ3GN1bL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81T8V8gzjwL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81ifpvNTgAL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/51FPFH5zEuL._AC_.jpg","B0CXF9LRQK","air-fryer-brands"
"Air Fryer Steamer Combo 6.5Qt Programmable Digital","Experience the ultimate culinary revolution with the 6.5qt Steam Air Fryer, where air frying and steaming unite to create mouth-watering dishes that are crispy on the outside and tender on the inside, perfect for health-conscious foodies and cooking enthusiasts alike, allowing for effortless preparation of nutritious and delicious meals with minimal oil, making it an essential kitchen appliance for those seeking to elevate their cooking skills and discover new flavors."," AIR FRYER AND STEAM COMBINATION: Get ready for a flavor explosion! This combo ensures your food is juicy and tender on the inside, with a golden, crispy outside. The air fryer blasts hot air for that crunch, while the steamer keeps it moist and flavorful. Cook like a culinary superstar!
 MOISTURE LOCK TECHNOLOGY: Say good bye to dry, tasteless food! Steam cooking keeps your meals perfectly moist and delicious. It’s like a culinary adventure in every dish!
 LARGE WATER RESERVOIR: Cook more, refill less! This roomy reservoir lets you steam several meals without interruption. It’s like having a flavor factory in your kitchen!
 10 Convenient Food Presets: From steak and chicken to veggies and more, preparing your favorite dishes has never been easier!Just set it and forget it, and let the magic happen. It’s cooking made simple and delicious!",91.94,"https://m.media-amazon.com/images/I/71NMhDyKTnL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81M6ClN48ML._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Goui6dx3L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81EUWEoWopL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81yyNEBu6DL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81UKwxKJ3eL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/813VzL2R4PL._AC_SL1500_.jpg","B0DP3GXLQ2","air-fryer-brands"
"Dual Air Fryer with Digital Touch Control and Double Basket","Experience the ultimate in family mealtime convenience with the Chefman TurboFry Touch Dual Air Fryer, designed to cook double the dishes with double the flavor, perfect for large crowds and families. The two spacious 4.5-quart nonstick baskets provide ample space for cooking a variety of main dishes and sides to crispy perfection, with the added convenience of synced baskets and a handy finish-time feature. Effortless one-touch digital control and eight built-in cooking functions make it easy to achieve the perfect fried finish, whether you're in the mood for crispy chicken, a medium-rare ribeye, or golden fries. With an adjustable temperature range of 200°F to 400°F and customizable cooking time, you can tailor your air frying to suit your tastes. The LED reminder ensures even cooking by prompting you to shake your food at the right time, while auto-shutoff prevents overheating and keeps you and your family protected. Cleaning is a breeze with the matte black exterior and dishwasher-safe accessories. Backed by a 1-year assurance and cETL-approved with advanced safety technology, this 120V/1700W air fryer provides long-lasting durability and worry-free cooking, making it the perfect addition to your kitchen."," TWO AIR FRY BASKETS The Dual Air Fryer can cook two different foods in two ways in two separate baskets. Cook a main in one and a side in the other or crisp up a couple snacks for game day fun
 EXTRA-LARGE CAPACITY: 9-quart total cooking capacity makes it easy to cook for the whole family.
 PERFECT-TIMING SYNC FINISH: Want two foods to finish cooking at the same time? Just select Sync Finish and the air fryer will do the math so the two baskets finish together.
 HEALTHY EATING MADE EASY: Because air frying requires little to no oil, foods crisp up beautifully without all the fat. Great for reheating leftovers, too.
 AUTO REMINDERS: For the best results, most foods benefit from a shake about halfway through cooking. That’s why this air fryer features a visual and audio SHAKE reminder.
 CARE-FREE CLEANUP: A nonstick interior and bonus basket liners prevent foods from sticking, which makes cleanup a breeze. Plus, the baskets and racks are top-rack dishwasher-safe.
 SAFETY FEATURES: cETL approved with advanced safety technology for long lasting durability. Stay-cool handles, auto-shutoff, and overheat protection
 1-YEAR WARRANTY: A one-year warranty provided by Chefman means you can purchase worry-free. 1500 watts/120 volts – RJ38-SQPF-45TDB.",109.98,"https://m.media-amazon.com/images/I/81yS060uvLL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71vPvw6DF6L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/716XJOKNf8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71j5g3JrKlL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71j8u0fKAjL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81OSu1beipL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/818KI8Wga6L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71RGfWR7lEL._AC_SL1500_.jpg","B09BZVQNTC","air-fryer-brands"
"Air Fryer 5QT Digital Nonstick 4-in-1 Dehydrator Oven","Experience the ultimate in crispy cooking with the Ninja Air Fryer Pro, featuring Air Crisp Technology that surrounds your food with superheated air for hot, crispy results, all with the convenience of cooking at temperatures of up to 400F. With its spacious 5 QT capacity, you can cook up to 4 lbs of fries using minimal oil, allowing you to indulge in your favorite foods without the guilt. This versatile air fryer offers four convenient cooking functions - Air Fry, Roast, Reheat, and Dehydrate - giving you endless options to satisfy any craving, whether it's a crispy snack or a full meal. Plus, cleanup is effortless thanks to the nonstick basket and crisper plate, making it easy to maintain a healthy and hassle-free cooking routine."," AIR CRISP TECHNOLOGY: 400℉ superheated air surrounds food for hot, crispy results with little to no oil.
 LARGE CAPACITY: The 5-QT nonstick basket and crisper plate fit up to 4 lbs of French fries or 5 lbs of chicken wings.
 4-in-1 FUNCTIONALITY: Air Fry, Roast, Reheat, and Dehydrate.
 GUILT-FREE FRIED FOODS: Up to 75% less fat than traditional air frying methods. Tested against hand-cut, deep-fried French fries.
 FROZEN TO CRISPY: Cook frozen foods in just minutes for an extra-crispy finish.
 SPACE SAVER: Ninja’s latest air fryer design allows you to save even more space on your countertop without compromising capacity.
 EASY TO CLEAN: The basket and crisper plate are both nonstick for easy cleaning.
 WHAT’S INCLUDED: Air Fryer, 5-QT nonstick basket and crisper plate, chef-inspired 20 recipe book and cooking charts.",89.99,"https://m.media-amazon.com/images/I/71QwoGmcfUL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71Q6tn4z2KL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81QajOlVmvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81zS44I2GWL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81lQgk2DUFL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71xd475WpRL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71VGBzgBLsL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/91Zpg+gEw8L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71y4HMkXOmL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61tPb9qyXAL._AC_SL1500_.jpg","B0CSZ7WBYW","air-fryer-brands"
"Ninja Foodi 8Qt 6-in-1 Air Fryer Oven DualZone Dehydrator Grill","Experience the ultimate in air frying versatility with the Ninja Foodi 6-in-1 8-qt. 2-Basket Air Fryer, featuring revolutionary Dual Zone Technology that enables simultaneous cooking of two different foods in its two independent baskets, allowing for a significant reduction in cooking time compared to traditional single-basket air fryers. With its innovative Smart Finish feature, this cutting-edge air fryer intelligently manages the cooking process to ensure that both foods are perfectly cooked and ready to serve at the same time, making meal preparation faster and more convenient than ever."," 2 INDEPENDENT BASKETS: The original Air Fryer with 2 independent baskets, the XL air fryer lets you cook 2 foods, 2 ways, at the same time, eliminating back-to-back cooking like a traditional single-basket air fryer.
 SMART FINISH & MATCH COOK: DualZone Technology allows you to choose between the Smart Finish feature, which unlocks cooking 2 foods 2 ways that finish at the same time, and the and a Match Cook button to easily copy settings across zones for full 8-qt capacity.
 6-IN-1 FUNCTIONALITY: Includes 6 versatile cooking programs: Air Fry, Air Broil, Roast, Bake, Reheat, and Dehydrate. The baskets can be washed in the dishwasher or by hand.
 XL CAPACITY: The 8-quart air fryer capacity lets you fit mains and sides at the same time for making quick family meals, or up to 4 lbs. of French fries or chicken wings.
 SEPARATE HEATING ZONES: 2 independent 4-quart zones have their own cooking baskets, cyclonic fans, and rapid heaters.
 EASY CLEANING: Easy-to-clean baskets and dishwasher-safe crisper plates.
 LESS FAT: Up to 75% less fat than traditional air frying methods. Tested against hand-cut, deep-fried French fries.
WIDE TEMPERATURE RANGE: 105°F to 450°F allows you to gently remove moisture from foods or quickly cook and crisp foods with convection heat.
WHAT'S INCLUDED: DualZone Air Fryer, (2) 4 Quart Baskets, (2) Nonstick Crisper Plates, 15 Recipes, Additional Meal Options & Cooking Charts.
Cord Length: 32""",199,"https://m.media-amazon.com/images/I/511+uXaPLlL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/6140b+ma8sL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/61-LCGtzQUL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/61ZzH5HigSL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/61kiwUy22eL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/81HK-BHAMKL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61rRi6+py1L._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/71FLSYHvW9L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71dcM8g6IAL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/51K9+mzlqdL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/61UVY5v4StL._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/51ibz0gcE1L._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/51WakqT081L._AC_SL1001_.jpg,https://m.media-amazon.com/images/I/91NjZc9MtcL._AC_SL1500_.jpg","B089TQWJKK","air-fryer-brands"
"Stainless Steel Air Fryer Oven 8.5Qt Capacity Convection Bake","Experience the ultimate in cooking versatility with the Elite Gourmet 8.5 Quart Air Fryer Oven, featuring a sleek stainless-steel finish and advanced adjustable timer and temperature controls. With 5 versatile functions, you can effortlessly air fry, broil, bake, roast, toast, and warm your favorite meals and snacks, all while enjoying healthier, oil-free cooking options. The air fryer oven's dynamic-hot air circulation technology ensures crispy exteriors and juicy, tender interiors, making it perfect for cooking a wide range of dishes, from moist and tasty treats to crunchy, healthy fried foods. Unlike traditional deep fryers, this innovative appliance uses little to no oil, reducing calories and fat intake, and is also more energy-efficient than conventional ovens, saving you time and money on your electric bill. The included accessories, such as the bake pan, air fry basket, and removable crumb tray, make cooking and cleaning a breeze, while the comprehensive instruction manual, complete with 25 delicious and healthy recipes, provides inspiration for limitless culinary creations, allowing you to cook with ease and confidence, and enjoy your favorite foods, guilt-free."," COMPACT 8.5L CAPACITY: Designed for singles or small families, this air fryer oven offers a generous cooking space, ideal for faster, healthier, and splatter-free meal preparation.
 STYLISH STAINLESS STEEL DESIGN: A sleek stainless-steel finish with a glass door and an easy-grip handle combines elegance with practicality, while its compact size saves space and allows for convenient storage.
 VERATILE 5-in-1 FUNTIONALITY: Choose from Air Fry, Broil, Toast, Bake, or Broil with Convection for ultimate cooking flexibility. Adjustable temperature settings (200°–450°F) with high power convection fan and a 60-minute timer ensure precise cooking, with an auto shut-off feature for added safety.
 2 RACK SETTINGS: For versatility to easily prepare meats, fish, vegetables, pizza, and more. Enjoy air frying, roasting, broiling, and toasting your favorite dishes effortlessly.
 HEALTHY COOKING MADE EASY: Achieve crispy, delicious results with little to no oil, cutting out unnecessary calories without sacrificing flavor. Prepare your food & then simply set your function, temperature, and timer, and let the air fryer do the rest.",69.99,"https://m.media-amazon.com/images/I/81kP6w-UYRL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/71loZ7wVU1L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81+tfrvVpyL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81h62-jFKyL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81TJH4JSdPL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81LfVGyallL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81X6NFuMXvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/914c0JJu9tL._AC_SL1500_.jpg","B0DQFPDCBB","air-fryer-brands"
